NAME OF SERVICE,TRANSMISSION CATEGORY,FEATURED ARTIST,SOUND RECORDING TITLE,ALBUM TITLE,MARKETING LABEL,ISRC,ACTUAL TOTAL PERFORMANCES,PLAY FREQUENCY
BAGeL Radio,A,Morphine,Thursday -Cure For Pain,,,,135,1
BAGeL Radio,A,Scumbag Philosopher,Tickbox Exercise -It Means Nothing So It Means Nothing,,,,92,1
BAGeL Radio,A,Thee Oh Sees,Ticklish Warrior -A Weird Exits,,,,86,1
BAGeL Radio,A,Dinowalrus,Tides -Fairweather,,,,92,1
BAGeL Radio,A,Daughn Gibson,Tiffany Lou -All Hell,,,,107,1
BAGeL Radio,A,Mozes and the Firstborn,Till The Feeling's Gone -Great Pile Of Nothing,,,,104,1
BAGeL Radio,A,Alyeska,Tilt-A-Whirl -Crush,,,,120,1
BAGeL Radio,A,The Zombies,Time Of The Season -Odessey and Oracle,,,,110,1
BAGeL Radio,A,Midnight Movies,Time Of Year -Strange Design EP,,,,83,1
BAGeL Radio,A,Pony Time,Time Tells Me -Rumours 2 The Rumours Are True,,,,97,1
BAGeL Radio,A,John Vanderslice,Time To Go -Emerald City,,,,85,1
BAGeL Radio,A,Neato Fleets,Today Pills -Reckless Tongue,,,,77,1
BAGeL Radio,A,Bettie Serveert,Tom Boy -Palomine,,,,114,1
BAGeL Radio,A,The Family Cat,Tom Verlaine -Tom Verlaine,,,,171,1
BAGeL Radio,A,The Who,Tommy's Holiday Camp -Tommy,,,,68,1
BAGeL Radio,A,The Beatles,Tomorrow Never Knows -Revolver [2009 Stereo Remaster],,,,96,1
BAGeL Radio,A,Erase Errata,Tongue Tied -Rough Trade &#8211; Post Punk Vol.1,,,,93,1
BAGeL Radio,A,Erase Errata,Tongue Tied -Rough Trade – Post Punk Vol.1,,,,87,1
BAGeL Radio,A,Dry Cleaning,Tony Speaks! -Bug Eggs b/w Tony Speaks!,,,,75,1
BAGeL Radio,A,Automatic,Too Much Money -Automatic [EP],,,,160,1
BAGeL Radio,A,Fontaines D.C.,Too Real -Dogrel,,,,148,1
BAGeL Radio,A,Parquet Courts,Total Football -Wide Awake!,,,,85,1
BAGeL Radio,A,Westkust,Touch -Junk EP,,,,139,1
BAGeL Radio,A,Clinic,Touch Me -A Psych Tribute To The Doors,,,,63,1
BAGeL Radio,A,Kraftwerk,Tour De France -Tour De France (single),,,,128,1
BAGeL Radio,A,Mitski,Townie -Bury Me at Makeout Creek,,,,140,1
BAGeL Radio,A,Joy Division,Transmission -Transmission b/w Novelty,,,,154,1
BAGeL Radio,A,Astral,Transmitter -Transmitter,,,,111,1
BAGeL Radio,A,Stepdad,Treasure Hugs -Wildlife Pop,,,,181,1
BAGeL Radio,A,Advance Base,Trisha Please Come Home -Nephew in the Wild,,,,193,1
BAGeL Radio,A,Smashing Pumpkins,Tristessa -Gish,,,,90,1
BAGeL Radio,A,Bodega,Truth is Not Punishment -Endless Scroll,,,,145,1
BAGeL Radio,A,Fast Idol ,Try  - Black Marble,,,,244,2
BAGeL Radio,A,Soccer Mommy,Try -Collection,,,,127,1
BAGeL Radio,A,Black Marble,Try -Fast Idol ,,,,567,5
BAGeL Radio,A,Frank Turner,Try This At Home -Poetry Of The Deed,,,,73,1
BAGeL Radio,A,Is This It?,Trying Your Luck  - The Strokes,,,,235,2
BAGeL Radio,A,The Strokes,Trying Your Luck -Is This It?,,,,54,1
BAGeL Radio,A,The Growlers,Tune Out -Natural Affair,,,,154,1
BAGeL Radio,A,Sonic Avenues,Tunnel Vision -Disconnector,,,,118,1
BAGeL Radio,A,Wolf Alice,Turn To Dust -My Love Is Cool,,,,142,1
BAGeL Radio,A,No Age,Turned To String -Goons Be Gone,,,,69,1
BAGeL Radio,A,Amber Arcades,Turning Light (Radio Edit) -Fading Lines,,,,168,1
BAGeL Radio,A,The Flaming Lips,Turning Violet -The Terror,,,,104,1
BAGeL Radio,A,Back to You,Twerps-Range Anxiety,,,,69,1
BAGeL Radio,A,The Antlers,Two -Hospice,,,,168,1
BAGeL Radio,A,Darker My Love,Two Ways Out -2,,,,422,3
BAGeL Radio,A,Death,Ty Segall Band-Slaughterhouse,,,,76,1
BAGeL Radio,A,Feel Good,Ty Segall-Harmonizer,,,,85,1
BAGeL Radio,A,Pixies,U-Mass -Trompe Le Monde,,,,106,1
BAGeL Radio,A,Body Type,UMA -EP2,,,,133,1
BAGeL Radio,A,Soul Coughing,"Uh, Zoom Zip -Ruby Vroom",,,,113,1
BAGeL Radio,A,Spottiswoode & McMahon,Ukranainian Girl -S & M,,,,152,1
BAGeL Radio,A,Hookworms,Ullswater (Radio Edit) -Microshift,,,,109,1
BAGeL Radio,A,[the] caseworker,Ultramarine -Voices Out There,,,,104,1
BAGeL Radio,A,Pixies,Um Chagga Lagga -Head Carrier,,,,143,1
BAGeL Radio,A,Mueran Humanos,Un Lugar Ideal -Miseress,,,,113,1
BAGeL Radio,A,Stranglers,Unbroken -Suite XVI,,,,165,1
BAGeL Radio,A,Terry,Uncle Greg 1 -Terry HQ,,,,164,1
BAGeL Radio,A,I Have Nothing To Say To The Mayor Of L.A.,Under Skys (Lazy Smoke cover)  - Dean Wareham,,,,392,3
BAGeL Radio,A,Dean Wareham,Under Skys (Lazy Smoke cover) -I Have Nothing To Say To The Mayor Of L.A.,,,,392,4
BAGeL Radio,A,X,Under The Big Black Sun -Under The Big Black Sun,,,,62,1
BAGeL Radio,A,Joker's Daughter,Under The Influence Of Jaffa Cakes -The Last Laugh,,,,113,1
BAGeL Radio,A,Donora,Under The Lights -Play Nice,,,,99,1
BAGeL Radio,A,La Resistance,Understanding -Philosophy,,,,185,1
BAGeL Radio,A,The Icicle Works,"Understanding Jane ('92 Version) -If You Want to Defeat Your Enemy, Sing His Song",,,,112,1
BAGeL Radio,A,Tyvek,Underwater 2 -Nothing Fits,,,,101,1
BAGeL Radio,A,Feels So Good // Feels So Bad,Undone  - The Shivas,,,,262,2
BAGeL Radio,A,Weezer,Undone (The Sweater Song) -Weezer,,,,131,1
BAGeL Radio,A,The Shivas,Undone -Feels So Good // Feels So Bad,,,,587,5
BAGeL Radio,A,Liam Lynch,United States of Whatever -United States of Whatever,,,,85,1
BAGeL Radio,A,Porcelain Raft,Unless You Speak From Your Heart -Strange Weekend,,,,100,1
BAGeL Radio,A,Reverse,Unmake  - Cuneiform,,,,222,2
BAGeL Radio,A,Cuneiform,Unmake -Reverse,,,,319,4
BAGeL Radio,A,Hebronix,Unreal (radio edit) -Unreal,,,,198,1
BAGeL Radio,A,Robert Pollard,Up And Up And Up -Faulty Superheroes,,,,106,1
BAGeL Radio,A,The Chameleons,Up The Down Escalator -Script Of The Bridge,,,,100,1
BAGeL Radio,A,Terry Malts,Used To Be -Lost At The Party,,,,96,1
BAGeL Radio,A,Bloc Party,V.A.L.I.S -Four,,,,115,1
BAGeL Radio,A,Local Valley,Valle Local  - José González,,,,209,2
BAGeL Radio,A,José González,Valle Local -Local Valley,,,,409,5
BAGeL Radio,A,Place Is,Vegan Sushi  - kole&#380;anka,,,,207,2
BAGeL Radio,A,Place Is,Vegan Sushi  - koleżanka,,,,170,2
BAGeL Radio,A,kole&#380;anka,Vegan Sushi -Place Is,,,,42,1
BAGeL Radio,A,koleżanka,Vegan Sushi -Place Is,,,,31,1
BAGeL Radio,A,Buffalo Tom,Velvet Roof -Let Me Come Over,,,,95,1
BAGeL Radio,A,Delicate Flowers,Very Ordinary -Die Progress Unit I,,,,83,1
BAGeL Radio,A,The Cribs,Victim Of Mass Production -Ignore The Ignorant,,,,99,1
BAGeL Radio,A,The Buggles,Video Killed The Radio Star -The Age Of Plastic,,,,100,1
BAGeL Radio,A,Goat Girl,Viper Fish -Goat Girl,,,,94,1
BAGeL Radio,A,SAVAK,Vis-a-Vis -Rotting Teeth In The Horse's Mouth,,,,91,1
BAGeL Radio,A,1990s,Vondelpark -Kicks,,,,106,1
BAGeL Radio,A,Rogue Wave,Vote For Me Dummy (Guided By Voices Cover) -30 Days 30 Songs,,,,103,1
BAGeL Radio,A,King Gizzard & The Lizard Wizard,Wah Wah -Nonagon Infinty,,,,151,1
BAGeL Radio,A,In Letter Form,Wait Now -Fracture. Repair. Repeat.,,,,123,1
BAGeL Radio,A,Chime School,Wait Your Turn  - Chime School,,,,246,2
BAGeL Radio,A,Chime School,Wait Your Turn -Chime School,,,,614,5
BAGeL Radio,A,Ed Hale And The Transcendence,Waiting For Godot -All Your Heroes Become Villains,,,,122,1
BAGeL Radio,A,Love and Rockets,Waiting For The Flood -Earth &#8226; Sun &#8226; Moon,,,,109,1
BAGeL Radio,A,Love and Rockets,Waiting For The Flood -Earth • Sun • Moon,,,,89,1
BAGeL Radio,A,Meiko,Wake Up -Dear You,,,,96,1
BAGeL Radio,A,TR/ST,Wake With -The Destroyer (1),,,,117,1
BAGeL Radio,A,The Go! Team,Waking The Jetstream -The Scene Between,,,,90,1
BAGeL Radio,A,"Baxter Dury, Etienne de Crécy & Delilah Holliday",Walk Away -B.E.D.,,,,110,1
BAGeL Radio,A,Bears,Walk Away -Bears,,,,95,1
BAGeL Radio,A,Weaves,Walk Away -Wide Open,,,,174,1
BAGeL Radio,A,Lou Reed,Walk On The Wild Side -Transformer,,,,187,1
BAGeL Radio,A,Sympathy For Life,Walking At A Downtown Pace  - Parquet Courts,,,,386,3
BAGeL Radio,A,Parquet Courts,Walking At A Downtown Pace -Sympathy For Life,,,,589,5
BAGeL Radio,A,Tegan & Sara,Walking With A Ghost -Walking With A Ghost (Single),,,,90,1
BAGeL Radio,A,Disheveled Cuss,Wanna Be My Friend -Disheveled Cuss,,,,133,1
BAGeL Radio,A,The Jesus & Mary Chain,War On Peace -Damage and Joy ,,,,180,1
BAGeL Radio,A,Warm Leatherette/T.V.O.D.,Warm Leatherette  - The Normal,,,,203,2
BAGeL Radio,A,The Normal,Warm Leatherette -Warm Leatherette/T.V.O.D.,,,,43,1
BAGeL Radio,A,The Foundry Field Recordings,Warning Raids Over Kiev -Prompts/Miscues,,,,124,1
BAGeL Radio,A,The I.L.Y's,Wash My Hands Shorty -Bodyguard,,,,97,1
BAGeL Radio,A,"Proofreaders, Singles, and Philosophers",Waste Man-One Day It'll All Be You,,,,92,1
BAGeL Radio,A,Dick Diver,"Waste The Alphabet -Melbourne, Florida",,,,157,1
BAGeL Radio,A,Cherry Glazerr,Wasted Nun -Stuffed & Ready,,,,128,1
BAGeL Radio,A,Adam Strangler,Wasteland -Ideas Of Order,,,,80,1
BAGeL Radio,A,X,Water & Wine -Alphabetland,,,,204,2
BAGeL Radio,A,The Fame-Beats,Watford Stomp -Don't Tell No Lies b/w Watford Stomp,,,,414,3
BAGeL Radio,A,British Sea Power,Waving Flags -Do You Like Rock Music?,,,,152,1
BAGeL Radio,A,Cocteau Twins,Wax And Wane -The Pink Opaque,,,,100,1
BAGeL Radio,A,Yeah Yeah Yeahs,Way Out -Show Your Bones,,,,149,1
BAGeL Radio,A,Staggering Statistics,We Celebrate Your Mistakes -All Of This And More,,,,109,1
BAGeL Radio,A,The Radio Dept.,We Got Game -Running Out of Love,,,,101,1
BAGeL Radio,A,Faerground Accidents,We Hate The Same Things -We Hate The Same Things (single),,,,87,1
BAGeL Radio,A,EP4,We Let Go  - Praises,,,,229,2
BAGeL Radio,A,Praises,We Let Go -EP4,,,,459,4
BAGeL Radio,A,Kid Congo & The Pink Monkey Birds,We Love You -La Araña Es La Vida,,,,112,1
BAGeL Radio,A,Cheekface,We Need a Bigger Dumpster -We Need a Bigger Dumpster (single),,,,171,1
BAGeL Radio,A,The Cribs,We Were Aborted -Ignore The Ignorant,,,,89,1
BAGeL Radio,A,Turtle Giant,We Were Kids -All Hidden Places EP,,,,157,1
BAGeL Radio,A,If It Happens,We Were Promised Jetpacks-Enjoy the View,,,,87,1
BAGeL Radio,A,Nothing Ever Changes,We Were Promised Jetpacks-Enjoy the View,,,,229,2
BAGeL Radio,A,Sean Na Na,We've Been Here Before -Family Trees,,,,135,1
BAGeL Radio,A,Ricked Wicky,Weekend Warrriors -King Heavy Metal,,,,84,1
BAGeL Radio,A,Car Seat Headrest,Weightlifters -Making A Door Less Open,,,,95,1
BAGeL Radio,A,Wet Dream (single),Wet Dream  - Wet Leg,,,,212,2
BAGeL Radio,A,Wet Leg,Wet Dream -Wet Dream (single),,,,401,5
BAGeL Radio,A,Chaise Longue,Wet Leg-Chaise Longue,,,,200,2
BAGeL Radio,A,Wet Dream,Wet Leg-Wet Dream (single),,,,89,1
BAGeL Radio,A,Film School,What I Meant To Say -Hideout,,,,105,1
BAGeL Radio,A,The Like,What I Say and What I Mean -Are You Thinking What I'm Thinking?,,,,75,1
BAGeL Radio,A,The Vectors,What In The World -What In The World b/w It's Been A Day Or Two,,,,376,3
BAGeL Radio,A,The Libertines,What Katie Did -The Libertines,,,,125,1
BAGeL Radio,A,Low,What Part of Me -Ones and Sixes,,,,89,1
BAGeL Radio,A,Teenage Fanclub,What You Do To Me -Bandwagonesque,,,,124,1
BAGeL Radio,A,Ellis,What a Mess! -The Fuzz [EP],,,,93,1
BAGeL Radio,A,The Clash,What's My Name -The Clash,,,,156,1
BAGeL Radio,A,Alex Rex,What's Shouted In The Dark (The Dark Shouts Back) -Paradise,,,,105,1
BAGeL Radio,A,In My Tribe,"What's The Matter Here?  - 10,000 Maniacs",,,,258,2
BAGeL Radio,A,"10,000 Maniacs",What's The Matter Here? -In My Tribe,,,,48,1
BAGeL Radio,A,Black Rebel Motorcycle Club,Whatever Happened To My Rock & Roll -B.R.M.C.,,,,146,1
BAGeL Radio,A,The Breeders,When I Was A Painter -Pod,,,,217,2
BAGeL Radio,A,Dan Deacon,When I Was Done Dying -Gliss Riffer,,,,88,1
BAGeL Radio,A,Hurry,When I'm With You -Guided Meditation,,,,134,1
BAGeL Radio,A,MOTORCADE,When The Hit Comes -Motorcade,,,,107,1
BAGeL Radio,A,The King Khan & BBQ Show,When Will I Be Tamed? -Bad News Boys,,,,166,1
BAGeL Radio,A,The Black Ships,When the Rain Falls -Dead Empires,,,,193,1
BAGeL Radio,A,Pixies,Where Is My Mind? -Surfer Rosa,,,,141,1
BAGeL Radio,A,Terry Malts,Where Is The Weekend? -Killing Time,,,,128,1
BAGeL Radio,A,U2,Where The Streets Have No Name -The Joshua Tree,,,,115,1
BAGeL Radio,A,HMLTD,Where's Joanna? -West Of Eden,,,,172,1
BAGeL Radio,A,Ty Segall,Whisper -Harmonizer,,,,166,2
BAGeL Radio,A,Wolfmother,White Feather -Cosmic Egg,,,,106,1
BAGeL Radio,A,X,White Girl (Single Mix) -Wild Gift,,,,98,1
BAGeL Radio,A,Elbow,White Noise White Heat -Giants of All Sizes,,,,129,1
BAGeL Radio,A,Chubby and the Gang,White Rags -The Mutt's Nuts,,,,309,3
BAGeL Radio,A,Plague Vendor,White Wall -By Night,,,,72,1
BAGeL Radio,A,Shearwater,White Waves -Palo Santo,,,,88,1
BAGeL Radio,A,Fat White Family,Whitest Boy On The Beach -Songs For Our Mothers,,,,117,1
BAGeL Radio,A,Dolly Spartans,Who Are You -Dolly Spartans,,,,136,1
BAGeL Radio,A,The Velvet Underground,Who Loves The Sun -High Fidelity Soundtrack,,,,391,3
BAGeL Radio,A,Flasher,Who&#8217;s Got Time? -CONSTANT IMAGE,,,,86,1
BAGeL Radio,A,The Horrors,Whole New Way -Whole New Way EP,,,,95,1
BAGeL Radio,A,Flasher,Who’s Got Time? -CONSTANT IMAGE,,,,77,1
BAGeL Radio,A,The Shaky Hands,Why And How Come -The Shaky Hands,,,,162,1
BAGeL Radio,A,The Buzzcocks,Why Can't I Touch It? -A Different KInd of Tension,,,,126,1
BAGeL Radio,A,Death Cab For Cutie,Why You'd Want To Live Here -The Photo Album,,,,114,1
BAGeL Radio,A,Arctic Monkeys,Why'd You Only Call Me When You're High? -AM,,,,163,1
BAGeL Radio,A,J Mascis,Wide Awake -Tied To A Star,,,,115,1
BAGeL Radio,A,Parquet Courts,Wide Awake -Wide Awake!,,,,98,1
BAGeL Radio,A,Cate Le Bon,Wild -Mug Museum,,,,113,1
BAGeL Radio,A,matt pond PA,Wild Girl -Last Light,,,,140,1
BAGeL Radio,A,Places To Hide,Wild N Soft -Wild N Soft EP,,,,98,1
BAGeL Radio,A,Lunch Lady,Window -Angel,,,,97,1
BAGeL Radio,A,School Of Seven Bells,Windstorm -Disconnect From Desire,,,,90,1
BAGeL Radio,A,Cymbals,Winter '98 -The Age Of Fracture,,,,159,1
BAGeL Radio,A,Shantih Shantih,Winter In September -Winter In September,,,,77,1
BAGeL Radio,A,Screaming Females,Wishing Well -Rose Mountain,,,,147,1
BAGeL Radio,A,Stoor,Witchfinder General -Stoor,,,,79,1
BAGeL Radio,A,Catholic Action,Witness -Celebrated By Strangers,,,,113,1
BAGeL Radio,A,Makthaverskan,Witness -Ill,,,,120,1
BAGeL Radio,A,SUUNS,Witness Protection -The Witness,,,,87,1
BAGeL Radio,A,TV On the Radio,Wolf Like Me -Return To Cookie Mountain,,,,173,1
BAGeL Radio,A,Woman,Wolfmother-Wolfmother,,,,86,1
BAGeL Radio,A,Wolfmother,Woman  - Wolfmother,,,,208,2
BAGeL Radio,A,Wolfmother,Woman -Wolfmother,,,,36,1
BAGeL Radio,A,Money,Women Of The Night-Sub Rosa,,,,212,2
BAGeL Radio,A,Open All Night,Women Of The Night-Sub Rosa,,,,100,1
BAGeL Radio,A,Vetiver,Wonder Why -The Errant Charm,,,,95,1
BAGeL Radio,A,Twin River,Word To The Wise -Should The Light Go Out,,,,102,1
BAGeL Radio,A,Goat,Words -Commune,,,,437,3
BAGeL Radio,A,kole&#380;anka,Words For No One -Place Is,,,,93,1
BAGeL Radio,A,koleżanka,Words For No One -Place Is,,,,50,1
BAGeL Radio,A,Devo,Working In The Coal MIne -New Traditionalists,,,,70,1
BAGeL Radio,A,Vundabar,Worn/Wander -Gawk,,,,94,1
BAGeL Radio,A,Belle and Sebastian,Wrapped Up In Books -Dear Catastrophe Waitress,,,,92,1
BAGeL Radio,A,Happy Mondays,Wrote for Luck (tedit) -Bummed,,,,61,1
BAGeL Radio,A,I Gotta Fever,X-Alphabetland,,,,84,1
BAGeL Radio,A,Flasher,XYZ -CONSTANT IMAGE,,,,96,1
BAGeL Radio,A,Gwenno,Y Dydd Olaf -Y Dydd Olaf,,,,78,1
BAGeL Radio,A,The Overload,Yard Act-The Overload,,,,84,1
BAGeL Radio,A,No Taste,Yeah Yeah Yeah  - Bad Waitress,,,,347,3
BAGeL Radio,A,Bad Waitress,Yeah Yeah Yeah -No Taste,,,,470,5
BAGeL Radio,A,Year Of The Spider,Year Of The Spider  - Shannon And The Clams,,,,210,2
BAGeL Radio,A,Shannon And The Clams,Year Of The Spider -Year Of The Spider,,,,291,4
BAGeL Radio,A,La Panther Happens,Year of Tarantula -For The Night Crawlers,,,,83,1
BAGeL Radio,A,The Fall,"Yes, O Yes -I Am Kurious Oranj",,,,116,1
BAGeL Radio,A,Jade Hairpins,Yesterdang -Harmony Avenue,,,,110,1
BAGeL Radio,A,Barnyard,Yng_Shldn  - Good Morning,,,,215,2
BAGeL Radio,A,Good Morning,Yng_Shldn -Barnyard,,,,345,4
BAGeL Radio,A,The Robocop Kraus,You Don't Have To Shout -They Think They Are The Robocop Kraus,,,,103,1
BAGeL Radio,A,Welcome Break,You Don't Want This  - Pip Blom,,,,385,3
BAGeL Radio,A,Pip Blom,You Don't Want This -Welcome Break,,,,434,4
BAGeL Radio,A,Spoon,You Got Yr. Cherry Bomb -Ga Ga Ga Ga Ga,,,,89,1
BAGeL Radio,A,Stuporhero,You Have To Be Joking -Last Star Shining,,,,152,1
BAGeL Radio,A,The Magnetic Fields,You Must Be Out of Your Mind -Realism,,,,99,1
BAGeL Radio,A,Tainted,You Still Mean Too Much To Me  - Pink Turns Blue,,,,224,2
BAGeL Radio,A,Pink Turns Blue,You Still Mean Too Much To Me -Tainted,,,,407,4
BAGeL Radio,A,The Scattered Pages,You Were Depressing Me -Lazy Are The Skeletons,,,,114,1
BAGeL Radio,A,Julia Jacklin,You Were Right -Crushing,,,,92,1
BAGeL Radio,A,Dos,You Work All Day And Then You Die  - The Parrots,,,,396,3
BAGeL Radio,A,The Parrots,You Work All Day And Then You Die -Dos,,,,367,3
BAGeL Radio,A,Field Music,You're Not Supposed To -Field Music,,,,136,1
BAGeL Radio,A,Chastity,You're Scary Now -TAPE,,,,77,1
BAGeL Radio,A,Brakes,You're So Pretty -Give Blood,,,,108,1
BAGeL Radio,A,"Oh, Rose",You've Got Fire -While My Father Sleeps,,,,89,1
BAGeL Radio,A,Typhoon,Young Fathers -White Lighter,,,,105,1
BAGeL Radio,A,PINS,Young Girls -Wild Nights,,,,99,1
BAGeL Radio,A,The Shins,Young Pilgrims -Chutes Too Narrow,,,,121,1
BAGeL Radio,A,Melanie De Biasio,Your Freedom Is The End of Me -Lillies,,,,132,1
BAGeL Radio,A,MGMT,Your Life Is A Lie -MGMT,,,,66,1
BAGeL Radio,A,Ex Norwegian,Your Mind Is Mine -Hue Spotting,,,,84,1
BAGeL Radio,A,New Order,"Your Silent Face -Power, Corruption & Lies",,,,115,1
BAGeL Radio,A,Generationals,Yours Forever -Actor-Caster,,,,115,1
BAGeL Radio,A,Keep on Truckin',Youth Group Therapy  - Surfbort,,,,204,2
BAGeL Radio,A,Surfbort,Youth Group Therapy -Keep on Truckin',,,,446,5
BAGeL Radio,A,BOAT,Zombie State of Mind -Tread Lightly,,,,136,1
BAGeL Radio,A,Jews and Catholics,Zombie Teeth -Who Are? We Think We Are!,,,,141,1
BAGeL Radio,A,Pavement,Zürich Is Stained -Slanted & Enchanted: Luxe & Reduxe (Disc 1),,,,79,1
BAGeL Radio,A,big audio dynamite,"c'mon every beatbox -no. 10, upping str.",,,,202,1
BAGeL Radio,A,one hand on the steering wheel the other sewing a garden,can't stop me from dying  - Ada Lea,,,,217,2
BAGeL Radio,A,Ada Lea,can't stop me from dying -one hand on the steering wheel the other sewing a garden,,,,395,4
BAGeL Radio,A,Irving,care dont care -Death in the Garden Blood on the Flowers,,,,137,1
BAGeL Radio,A,Soccer Mommy,crawling in my skin -Color Theory,,,,96,1
BAGeL Radio,A,Sigur Rós,gobbledigook -med sud i eyrum vid spilum endalaust,,,,187,2
BAGeL Radio,A,CLIFFFS,gotta fix this now -Panic Attack,,,,151,1
BAGeL Radio,A,Rilo Kiley,it's a hit -More Adventurous,,,,101,1
BAGeL Radio,A,Vegan Sushi,kole&#380;anka-Place Is,,,,201,2
BAGeL Radio,A,Vegan Sushi,koleżanka-Place Is,,,,165,2
BAGeL Radio,A,Modest Mouse,ocean breathes salty -Good News For People Who Love Bad News,,,,160,1
BAGeL Radio,A,one hand on the steering wheel the other sewing a garden,partner  - Ada Lea,,,,230,2
BAGeL Radio,A,Ada Lea,partner -one hand on the steering wheel the other sewing a garden,,,,486,5
BAGeL Radio,A,[the] caseworker,revived -these weeks should be remembered,,,,130,1
BAGeL Radio,A,O Positive,talk about love -Only Breathing / Cloud Factory,,,,98,1
BAGeL Radio,A,The Housemartins,the people who grinned themselves to death -The People Who Grinned Themselves To Death,,,,104,1
BAGeL Radio,A,Mikal Cronin,vi) Circle -MCIII,,,,101,1
